date,home,away,home_goals,away_goals
2021-06-05,Baltimore Orioles,Cleveland Indians,4,10
2021-06-05,Texas Rangers,Tampa Bay Rays,0,3
2021-06-05,Philadelphia Phillies,Washington Nationals,5,2
2021-06-05,Pittsburgh Pirates,Miami Marlins,8,7
2021-06-05,Kansas City Royals,Minnesota Twins,4,5
2021-06-05,Milwaukee Brewers,Arizona Diamondbacks,7,5
2021-06-05,San Francisco Giants,Chicago Cubs,4,3
2021-06-05,Atlanta Braves,Los Angeles Dodgers,6,4
2021-06-05,New York Yankees,Boston Red Sox,3,7
2021-06-05,Colorado Rockies,Oakland Athletics,3,6
2021-06-05,Los Angeles Angels,Seattle Mariners,12,5
2021-06-05,San Diego Padres,New York Mets,0,4
2021-06-06,Baltimore Orioles,Cleveland Indians,18,5
2021-06-06,Philadelphia Phillies,Washington Nationals,12,6
2021-06-06,Pittsburgh Pirates,Miami Marlins,1,3
2021-06-06,Toronto Blue Jays,Houston Astros,3,6
2021-06-06,Atlanta Braves,Los Angeles Dodgers,4,2
2021-06-06,Kansas City Royals,Minnesota Twins,1,2
2021-06-06,Chicago White Sox,Detroit Tigers,3,0
2021-06-06,Milwaukee Brewers,Arizona Diamondbacks,2,0
2021-06-06,St. Louis Cardinals,Cincinnati Reds,7,8
2021-06-06,Texas Rangers,Tampa Bay Rays,1,7
2021-06-06,Colorado Rockies,Oakland Athletics,3,1
2021-06-06,San Francisco Giants,Chicago Cubs,3,4
2021-06-06,Los Angeles Angels,Seattle Mariners,5,9
2021-06-06,San Diego Padres,New York Mets,2,6
2021-06-06,New York Yankees,Boston Red Sox,5,6
2021-06-07,Boston Red Sox,Miami Marlins,5,3
2021-06-07,Los Angeles Angels,Kansas City Royals,8,3
